,Text,Lemma,Polarity,Analysis,Vader Sentiment,Vader Analysis,SWN analysis
177,Works Great!,  Works Great,0.8,Positive,0.6249,Positive,Neutral
178,Well pleased with the secondhand RAZR. Thank you so much.,  Well pleased secondhand RAZR Thank much,0.20000000000000004,Positive,0.7579,Positive,Positive
179,Didn't work as details specified,  work detail specify,0.0,Neutral,0.0,Neutral,Neutral
180,"The phone was ok but battery must have been junk would only stay charged for 1 day and after 2 weeks the sound went completely bad, could not hear incoming or out going calls, ended up purchasing a new phone from Verizon, so much for the LIKE NEW advertisement!",  phone ok battery must junk would stay charge day week sound go completely bad could hear incoming go call end purchase new phone Verizon much LIKE NEW advertisement,0.11212121212121216,Positive,0.163,Neutral,Positive
181,The supplier exceeded my expectations as the quality was even better than advertised and the phone go here quickly.,  supplier exceed expectation quality even good advertised phone go quickly,0.5166666666666666,Positive,0.4404,Neutral,Positive
182,It would not work at the verizon store. We tried a they said it wouldn't work. Disappointed with this phone,  would work verizon store try say work Disappointed phone,-0.75,Negative,-0.4767,Neutral,Negative
183,RAZR phone was just as advertised. Used but like-new condition with just a couple of scratches. Shipped promptly as advertised. Having this replacement phone really has saved us from upgrading to a more expensive contract. Verizon staff transferred all the phone numbers with ease at no cost. Thanks Golden Net !,  RAZR phone advertised Used like new condition couple scratch Shipped promptly advertised replacement phone really save us upgrade expensive contract Verizon staff transfer phone number ease cost Thanks Golden Net,0.05606060606060606,Positive,0.8932,Positive,Positive
184,NEVER WORKED FROM DAY ONE.,  NEVER WORKED DAY ONE,0.0,Neutral,0.0,Neutral,Negative
185,"This phone has a mind of it's own. The video works when it wants to and the charge may last a day or 15 minutes.New, this phone is the best, but used, you never know what you're going to get. This particular phone is a dud!",  phone mind video work want charge may last day minute New phone best use never know go get particular phone dud,0.32575757575757575,Positive,0.5423,Positive,Neutral
186,Phone didn’t work and never heard back from seller,  Phone work never hear back seller,0.0,Neutral,0.0,Neutral,Negative
187,"phone was in excellent condition, however the numbers 2 4 6 and 8 did not work. Should have known by the low price it was to good to be true.",  phone excellent condition however number work know low price good true,0.5125,Positive,0.8225,Positive,Positive
188,Motorola RAZR V3m Arrived in in good shape and on time. It came with a charger but the battery doesn't always hold a charge.,  Motorola RAZR V Arrived good shape time come charger battery always hold charge,0.7,Positive,0.4404,Neutral,Positive
189,"Everything as expected, no problems. The case came separate from the phone, which was a little weird, but everything was in great condition and the phone works great.",  Everything expect problem case come separate phone little weird everything great condition phone work great,0.22812500000000002,Positive,0.7031,Positive,Negative
190,Replacement for my husband's old one just like it! He loves it!,  Replacement husband old one like love,0.3,Positive,0.7717,Positive,Positive
191,"It doesn't know when it gets closed, all features related to opening and closing don't work. I knew it was used, but not broken.",  know get close feature relate open close work know use break,0.0,Neutral,0.0,Neutral,Positive
192,"It says it's verizon wireless compatible, but it's not. Verizon technical support said they would be unable to activate it. Only works with ""Alltel"" plans.",  say verizon wireless compatible Verizon technical support say would unable activate work Alltel plan,-0.25,Negative,0.4019,Neutral,Negative
193,Didn't even work. Was told differently that it worked. No. I'm getting my while REFUND BACK,  even work tell differently work get REFUND BACK,0.0,Neutral,0.0,Neutral,Positive
194,I ordered this because my current RAZR V3m was not reliable in receiving a signal. After several days I began having the same problem. At first I thought it was Verizon but obviously it's not. I have absolutely no complaints with the vendor.,  order current RAZR V reliable receive signal several day begin problem first think Verizon obviously absolutely complaint vendor,-0.012499999999999997,Negative,-0.6361,Negative,Neutral
195,Put in the new battery still doesn't hold a charge,  Put new battery still hold charge,0.13636363636363635,Positive,0.0,Neutral,Positive
196,Broke within two weeks not a great product used,  Broke within two week great product use,0.8,Positive,0.3182,Neutral,Neutral
197,"Did work, but not correctly. Shut off at will waste of money.",  work correctly Shut waste money,-0.2,Negative,-0.4215,Neutral,Positive
198,"Phone is fine, it works and looks good. No damage. Its just that the battery didn't hold a decent charge. You'd think they would test the battery on it or leave notes saying battery isn't good.",  Phone fine work look good damage battery hold decent charge think would test battery leave note say battery good,0.49583333333333335,Positive,0.4939,Neutral,Positive
199,"This phone doesn't stay charged and when the battery gets low it will not send text without notification the text didn't send. Has cause major headaches!! Sorry I got rid of my other phone, it worked much better than this one.",  phone stay charge battery get low send text without notification text send cause major headache Sorry get rid phone work much good one,0.06562499999999999,Positive,0.0571,Neutral,Positive
200,Exactly as described!,  Exactly described,0.25,Positive,0.0,Neutral,Positive
201,"I had a phone like this before ,and had no problems, this phone even with a new battery with not hold a charge, I would never buy a used cell phone again. It has been plugged into the wall more than used to talk on.",  phone like problem phone even new battery hold charge would never buy used cell phone plug wall use talk,0.13636363636363635,Positive,-0.0516,Neutral,Negative
202,"no one could program it so sent t back, case was a waste. was with out a phone for 10 days.",  one could program send back case waste phone day,-0.1,Negative,-0.4215,Neutral,Positive
203,Fast shipping.Phone was in great shape as described.I just wanted a basic phone and this one is perfect.I would recommend this to anyone who wants a basic phone.,  Fast ship Phone great shape describe want basic phone one perfect would recommend anyone want basic phone,0.4,Positive,0.8979,Positive,Positive
204,I love this phone! I've purchased many over the years and this is the nicest. Exactly as described.,  love phone purchase many year nice Exactly described,0.4625,Positive,0.7906,Positive,Positive
205,"I am not a texter so this phone is perfect. Flat, easily fits pockets and all menus are and controls are clearly understandable.",  texter phone perfect Flat easily fit pocket menu control clearly understandable,0.36875,Positive,0.8834,Positive,Positive
206,"Phones lasted only a few days each; back light out, difficulty in charging. Waste of money, time & effort. Do not recommend.",  Phones last day back light difficulty charge Waste money time effort recommend,0.05,Positive,-0.4019,Neutral,Negative
207,Piece of crap. Should have known better. It worked for a while BUT started going crazy. I don't recamend. Nope,  Piece crap know well work start go crazy recamend Nope,-0.7,Negative,-0.4404,Neutral,Negative
208,The phone arrived very well packaged. I activated the phone and it work perfect. The phone was in such great condition it look like it was new.,  phone arrive well package activate phone work perfect phone great condition look like new,0.6454545454545455,Positive,0.9081,Positive,Positive
209,the battery just keeps going dead so fast. I think yall sold me a defect battery,  battery keep go dead fast think yall sell defect battery,0.0,Neutral,-0.7717,Negative,Negative
210,Happy with the purchase.,  Happy purchase,0.8,Positive,0.5719,Positive,Positive
211,"I don't like that you can't personalize anything on the phone. Not settings, not layout, not directional keys, nada. It's difficult to navigate and doesn't have the wide variety of options for viewing messages by contact vs individual message. You also cannot send or I think receive video messages. Has a decent camera however. Also with a used phone the battery life and the battery itself are crap. Wouldn't make this purchase again but is a good phone to get you day to day if yours is broken/defaulty like my old one was.",  like personalize anything phone settings layout directional key nada difficult navigate wide variety option view message contact v individual message also send think receive video message decent camera however Also use phone battery life battery crap make purchase good phone get day day broken defaulty like old one,-0.09259259259259262,Negative,-0.0772,Neutral,Positive
212,"This is a great phone. I got exactly what I wanted. I have used it every day, good stinking phone.",  great phone get exactly want use every day good stinking phone,0.5833333333333334,Positive,0.5994,Positive,Positive
213,This phone will not be usable without buying a new battery. This was a waste of money. I would not buy a used phone on Amozon again.,  phone usable without buy new battery waste money would buy used phone Amozon,-0.03181818181818183,Negative,-0.4215,Neutral,Positive
214,Thanks,  Thanks,0.2,Positive,0.4404,Neutral,Positive
215,It did not work.,  work,0.0,Neutral,0.0,Neutral,Neutral
216,Good little phone,  Good little phone,0.25625,Positive,0.4404,Neutral,Positive
217,The battery for this phone keeps dying. Has to be recharged at least twice a day. Time display needs larger font.,  battery phone keep die recharge least twice day Time display need large font,-0.04285714285714286,Negative,-0.5994,Negative,Positive
218,Phone is junk. Won't hold a charge. Stays hot when in use.,  Phone junk hold charge Stays hot use,0.25,Positive,0.0,Neutral,Negative
219,The charger did not belong to this particular phone,  charger belong particular phone,0.16666666666666666,Positive,0.0,Neutral,Positive
220,The volume control never worked. Replacement sent and after 1 month white bar across the screen. Was cheap but not worth it all the time wasted and we ended up buying an unused/unopened phone from another seller. Customer service was good but product not.,  volume control never work Replacement send month white bar across screen cheap worth time waste end buy unused unopened phone another seller Customer service good product,0.24,Positive,0.25,Neutral,Negative
221,I like the small thin design as it fits neatly in my shirt pocket and meets all my wireless needs.,  like small thin design fit neatly shirt pocket meet wireless need,-0.08333333333333333,Negative,0.7506,Positive,Positive
222,This phone looked to be a prepaid phone and it did not get a signal. This phone did not work for me. Was returned.,  phone look prepaid phone get signal phone work return,0.0,Neutral,0.0,Neutral,Positive
223,As advertised,  advertised,0.0,Neutral,0.0,Neutral,Neutral
224,"Good, reliable & exactly what I ordered.",  Good reliable exactly order,0.475,Positive,0.4404,Neutral,Positive
225,Works great no problems what so ever I love it,  Works great problem ever love,0.65,Positive,0.765,Positive,Negative
226,"I purchased this phone in hopes of replacing my old razr from Verizon. I was excited when I got this in the mail and the phone looked like official Verizon merchandise but I later learned that not all features were supported by the Verizon network even though this phone is advertised by the seller that it does. The first thing I noticed when I turned the phone on was that the software was different than my old one but I figured the phone may have older/newer software. I went to the Verizon store and they had a little trouble getting the phone activated but once it was up then it was ready to go but only a couple things...it constantly roams and it can not send nor recieve picture messages. I was on the phone with Verizon's tech support for over two hours but they were not able to help me so their suggestion was to go to a Verizon store. So, back to the Verizon store I went where I was told the software that was installed was through Altell...not Verizon. They said they would not be able to flash it to Verizon so that I could actually utilize all the features of the phone without frying the phone. I went to another Verizon store who did attempt to flash it but it did nothing. As the representative looked at the phone she noticed that the back plate which this seller boasted as a Verizon phone was just a little off which indicated that the Verizon back plate was not the original and there were some scuff marks on it...which also indicated that the phone was used..another disappointment since the one I ordered was advertised as new. I paid close to 80.00 for this phone because the seller indicated that it was indeed a Verizon phone and was supported by the Verizon network. $80.00 lesson learned and now I have a phone that I can't use except as a great paper weight and a powerful reminder there isn't always truth in advertising.",  purchase phone hope replace old razr Verizon excite get mail phone look like official Verizon merchandise later learn feature support Verizon network even though phone advertise seller first thing notice turn phone software different old one figure phone may old new software go Verizon store little trouble get phone activate ready go couple thing constantly roam send recieve picture message phone Verizon tech support two hour able help suggestion go Verizon store back Verizon store go tell software instal Altell Verizon say would able flash Verizon could actually utilize feature phone without fry phone go another Verizon store attempt flash nothing representative look phone notice back plate seller boast Verizon phone little indicate Verizon back plate original scuff mark also indicate phone use another disappointment since one order advertise new pay close phone seller indicate indeed Verizon phone support Verizon network lesson learn phone use except great paper weight powerful reminder always truth advertising,0.1009881422924901,Positive,0.9756,Positive,Positive
227,Do not waist your time and money on this product. Phone did not come with a serial number so I cannot use the phone. The sender is not giving me the option to return it either. I'm calling amazon.,  waist time money product Phone come serial number use phone sender give option return either call amazon,0.0,Neutral,0.25,Neutral,Negative
228,"The one works. It smells like cigarettes. I bought it ""like new"". There's a numerous amount of deep scratches. & there's still photos from the orinial user that I cannot delete",  one work smell like cigarette buy like new numerous amount deep scratch still photos orinial user delete,0.04545454545454545,Positive,0.6124,Positive,Positive
229,never worked,  never work,0.0,Neutral,0.0,Neutral,Negative
230,"Yes, I was very glad to have my ""old"" phone back. ther were a bunch of old calls on it. I called a couple of them (in Ohio) and then deleted them",  Yes glad old phone back ther bunch old call call couple Ohio delete,0.175,Positive,0.6908,Positive,Positive
231,"The cell phone worked fine,but when I went to Verizon I could not activate this phone on my plan. I would highly recommend not ordering cell phones from this seller.",  cell phone work fine go Verizon could activate phone plan would highly recommend order cell phone seller,0.28833333333333333,Positive,0.5563,Positive,Positive
232,"Good at the time I use them, but now they are not needed.",  Good time use need,0.7,Positive,0.4404,Neutral,Positive
233,"The phone could not be activated because, after a number of attempts, the sales person at the Verizon store said it was too old. .",  phone could activate number attempt sale person Verizon store say old,0.1,Positive,0.0772,Neutral,Neutral
234,I WAS VERY DISAPPOINTED WITH THIS PHONE. IT ONLY STAYS CHARGED FOR SO LONG. I WOULD NOT RECOMMEND TO ANYONE.,  DISAPPOINTED PHONE STAYS CHARGED LONG WOULD RECOMMEND ANYONE,-0.4,Negative,-0.34,Neutral,Negative
235,"This item was purchased several months ago and has never worked. I am the mother of the under age child who hit the button to purchase this phone with a credit card she had saved on Amazon. She did not have permission or authority (our fault) to purchase it. When it came and we (parents) found out about it, the battery was dead and would not hold a charge of any kind. To use the phone it had to be plugged in. What's the purpose of having a cell (cordless) phone if you have to leave it plugged in to use? I think the person who sold her this phone knew this and wanted to dump it off on any sucker who nibbled on it.",  item purchase several month ago never work mother age child hit button purchase phone credit card save Amazon permission authority fault purchase come parent find battery dead would hold charge kind use phone plug purpose cell cordless phone leave plug use think person sell phone know want dump sucker nibble,0.024999999999999994,Positive,-0.4019,Neutral,Negative
236,I want AT&T phone,  want phone,0.0,Neutral,0.0772,Neutral,Positive
237,"First of all, this section is for rating of a MOTO RAZR, NOTHING ELSE. STOP complaining about poor shipping speeds and bad customer service. If you got a bum deal on a used phone, wake up people, you get what you pay for! Now my review: I paid $20 for a USED Moto Razr, and it was a screaming deal! The phone is slim, still styleish after all these years and works PERFECTLY!! Razr has always been a good phone. DON'T BE STUPID and follow the negitive reviews, these are from clueless consumers who really don't know much about electronics. They are rating the shipping time of the phone and that is NOT what these reviews are for. Deal with it. PHONE RATING: 5 STARS. Keep in mind- these are OLD ELECTRONIC DEVICES! Did you really think they would work just like new?! FOOLS!",  First section rating MOTO RAZR NOTHING ELSE STOP complain poor shipping speed bad customer service get bum deal used phone wake people get pay review pay USED Moto Razr screaming deal phone slim still styleish year work PERFECTLY Razr always good phone STUPID follow negitive review clueless consumer really know much electronics rating shipping time phone review Deal PHONE RATING STARS Keep mind OLD ELECTRONIC DEVICES really think would work like new FOOLS,0.08057851239669424,Positive,-0.7712,Negative,Positive
238,"I'll first say what others have said on similar reviews--this is a review of the actual phone, not the seller or the carrier service. What can I say? This was my very first phone, and man was it a good one. I still have one as my backup phone. Even to this day, it is one of the most reliable products I have ever owned, and is far more reliable than almost every phone on the market today (rivaled only by the iPhone). The phone could hardly be any thinner and fits easily in any pocket. Its hinge is strong and durable; I never had it break or cease to function. The paint never chipped (except when I dropped it) or lost its color. The software (mine was Verizon software) is nothing special, but it does its job very well. It is easily navigable, making it simple to check text messages or phone records. It's not made for extended web sessions, but you can check your email on it just fine. The camera isn't the highest resolution out there, but it works as intended when you need a picture in a pinch. The keys feel great and are big enough for anyone to see. They can easily be texted on. The keypad on my RAZR did finally fall apart over time, but it lasted well over 2 years before doing so and the buttons still worked in spite of it. I'm rating this phone 5 stars because it accomplished what it set out to do; give the user a quality, reliable, and innovative (for its time) product that blasted the competition out of the water. It isn't for everyone; it has none of the smartphone ""flair"" or performance, but it gets the job of a phone and text message platform done extremely well. This phone was born in a world without smartphones, but even today in a world where smartphones dominate, the Motorola RAZR V3 hasn't lost its relevance or effectiveness--and I respect that a great deal.",  first say others say similar review review actual phone seller carrier service say first phone man good one still one backup phone Even day one reliable product ever own far reliable almost every phone market today rival iPhone phone could hardly thinner fit easily pocket hinge strong durable never break cease function paint never chip except drop lose color software mine Verizon software nothing special job well easily navigable make simple check text message phone record make extended web session check email fine camera high resolution work intend need picture pinch key feel great big enough anyone see easily texted keypad RAZR finally fall apart time last well year button still work spite rating phone star accomplish set give user quality reliable innovative time product blast competition water everyone none smartphone flair performance get job phone text message platform do extremely well phone bear world without smartphones even today world smartphones dominate Motorola RAZR V lose relevance effectiveness respect great deal,0.2557875457875458,Positive,0.9753,Positive,Positive
239,"My original one still works fine, but the paint has worn off, so it looks old. The two (supposedly) new ones do not ring. My son is lucky, his works fine. So if you want to chance it, get one, if vibrate is good for you. I'm back to using my original one bought a long time ago from Motorola. Great phone if it really is from Motorola and is new. I doubt it.",  original one still work fine paint wear look old two supposedly new one ring son lucky work fine want chance get one vibrate good back use original one buy long time ago Motorola Great phone really Motorola new doubt,0.3030303030303031,Positive,0.9386,Positive,Positive
240,Why is this a best seller in 2018?,  best seller,1.0,Positive,0.6369,Positive,Positive
241,"I wasted the $90 I spent on this phone. The keypad became nonfunctional over about four months. First the green button that makes a call, then certain numbers, then the directional arrows. If you drop the phone even once, on any surface, it won't turn on until you remove and put back the battery, and even then it's finicky. Most of the claimed features do not come w/the phone. You have to have the Motorola syncing software.",  waste spend phone keypad become nonfunctional four month First green button make call certain number directional arrow drop phone even surface turn remove put back battery even finicky claimed feature come w phone Motorola syncing software,0.01285714285714285,Positive,-0.3612,Neutral,Negative
242,"Please be careful if you choose to purchase this phone. I purchased 2, one for my mom, and one for myself..I purchased these because they were advertised as Verizon compatible. When I took them to Verizon to have them activated, they could not activate them...they are only compatible with TMobile, and one other signal. I do not want anyone else getting screwed over.",  Please careful choose purchase phone purchase one mom one purchase advertise Verizon compatible take Verizon activate could activate compatible TMobile one signal want anyone else get screw,-0.1,Negative,0.4215,Neutral,Positive
243,Didn’t work. Called shipper and had no response. Verizon does not support this phone anymore,  work Called shipper response Verizon support phone anymore,0.0,Neutral,0.4019,Neutral,Positive
244,Just looking at the price is shocking... These dinky phones were po,  look price shock dinky phone po,0.0,Neutral,-0.7351,Negative,Positive
245,"I purchased this RAZR as a replacement for my husband's that is falling apart. We are trying to lower out bills and reduce our wireless costs by going back to our basic phones. I got the phone and all accessories very timely, BUT... I call Verizon to activate the phone and they tell me it is in use. What the he**?!?!?! A huge waste of $80 being we can't even use it. VERY UPSET and DISAPPOINTED!!!!!!!!! Seriously... how can it be in use if I have the phone in my possession? Anyway... SUCKS and never again!!!!",  purchase RAZR replacement husband fall apart try lower bill reduce wireless cost go back basic phone get phone accessory timely call Verizon activate phone tell use huge waste even use UPSET DISAPPOINTED Seriously use phone possession Anyway SUCKS never,-0.16904761904761906,Negative,-0.93,Negative,Negative
246,"Ordered this phone and thought I was getting a good deal, till it showed up and the phone had no battery. Now I have to go and purchase a battery for it... Be careful who you order from!!",  Ordered phone think get good deal till show phone battery go purchase battery careful order,0.3,Positive,0.5423,Positive,Positive
247,"It didn't work when received. Took it to the verizon store, THEY could not make it work, sent it back for a refund !!!! I wanted it because of the slim design. I carry my phone in my pocket, wish it HAD worked !!",  work receive Took verizon store could make work send back refund want slim design carry phone pocket wish work,0.0,Neutral,0.4588,Neutral,Positive
248,It wouldn't charge. A ripoff,  charge ripoff,0.0,Neutral,0.0,Neutral,Neutral
249,Arrived in good shape and works just fine!,  Arrived good shape work fine,0.5583333333333333,Positive,0.5719,Positive,Positive
250,I really love this phone always have since Verizon first came out with the Motorola RAZR V3m. Nice and slim fits in my jeans pocket nicely. Great sound loaded with features. GREAT! AAA+++,  really love phone always since Verizon first come Motorola RAZR V Nice slim fit jean pocket nicely Great sound load feature GREAT AAA,0.5357142857142857,Positive,0.9706,Positive,Positive
251,"Remember when it was a cool feeling to sloooowly peeling off the protective film from the screen and or keypad, yea, it was cool wasn't it, these are that same feeling where you can relive those days, the condition will say ""like new"" when I got it from the doorstep to check it out it literally was brand new condition it had the protective film on the screen to slooooowly remove everything looked prestine, this is a basic phone to make phone calls for those wondering will only work on verizon is their own signal, it truly is all you need",  Remember cool feeling sloooowly peel protective film screen keypad yea cool feeling relive day condition say like new get doorstep check literally brand new condition protective film screen slooooowly remove everything look prestine basic phone make phone call wonder work verizon signal truly need,0.19454545454545452,Positive,0.875,Positive,Positive
252,Phone looked brand new. No problem at Verizon with activation. If you have the correct USB cable for this phone bring it with you. I had to transfer contacts one at a time via bluetooth since that required two cables for them to do and they only had one.,  Phone look brand new problem Verizon activation correct USB cable phone bring transfer contact one time via bluetooth since require two cable one,0.13636363636363635,Positive,-0.4019,Neutral,Positive
253,Battery wouldn't hold a charge for even a full day. tried buying replacement batteries from other companies had same problems. If trying to use bluetooth with any of the batteries phone would shut off and not turn back on unless you removed and put the battery back in. Tried to return to the seller: Dealscaly but they refused. Wasted my money.,  Battery hold charge even full day try buy replacement battery company problem try use bluetooth battery phone would shut turn back unless remove put battery back Tried return seller Dealscaly refuse Wasted money,0.03749999999999999,Positive,-0.7964,Negative,Negative
254,"My sweetheart had one of these since 2005. Recently, the phone ceased being capable of charging its battery (even a new one). I secretly suspect that she had plugged an unauthorized charger into it, ruining the charger electronics. Her contract with Verizon was well past two years, so she was eligible for a free phone. We looked on Verizon.com and everywhere on the internet, but she could not find a phone like her pink Motorola RAZR phone. My sweetheart wanted a pink RAZR phone just like the one she had. This product filled the bill exactly. It is the spitting image of her old phone and every feature works great. It was thoroughly clean outside and all previous numbers and data had been removed inside. She loves her `new' (reconditioned) phone! My sweetheart is 76.",  sweetheart one since Recently phone cease capable charge battery even new one secretly suspect plug unauthorized charger ruin charger electronics contract Verizon well past two year eligible free phone look Verizon com everywhere internet could find phone like pink Motorola RAZR phone sweetheart want pink RAZR phone like one product fill bill exactly spit image old phone every feature work great thoroughly clean outside previous number data remove inside love new recondition phone sweetheart,0.11704545454545454,Positive,0.9859,Positive,Positive
255,I bought it for my mother,  buy mother,0.0,Neutral,0.0,Neutral,Neutral
256,Definitely was able to use this phone for awhile.,  Definitely able use phone awhile,0.5,Positive,0.4019,Neutral,Positive
257,"This phone was in GREAT condition! I appreciate the seller, saling the item they advertised. I received it in a great amount of time. I would advise anyone that want to buy used electronics to use this seller. I am more that satisfied and look for to using them possibly in the future.",  phone GREAT condition appreciate seller saling item advertise receive great amount time would advise anyone want buy used electronics use seller satisfy look use possibly future,0.5333333333333333,Positive,0.9426,Positive,Positive
258,Could not use to old,  Could use old,0.1,Positive,0.0,Neutral,Positive
259,"Still a fun old school phone, still has that click open cache.",  Still fun old school phone still click open cache,0.13333333333333333,Positive,0.5106,Positive,Positive
260,"The phone was fine. We had it turned on and contacts switched over. The cover of the battery would not stay on, and the charger that came with the phone did not work. We had an old charger for a RAZR to charge the phone. We are returning it and hoping to get another one. Would have been happier to have just switched out the backing and charger. I had contacted the company had no problem getting responses.",  phone fine turn contact switch cover battery would stay charger come phone work old charger RAZR charge phone return hop get another one Would happy switch backing charger contact company problem get response,0.43888888888888894,Positive,0.4404,Neutral,Positive
261,"Purchased used - this review is not about the phone in particular, but in the one received from the seller. Additionally, due to time constraints I did not attempt to take advantage of any guarantees. Purchased for my wife - she was sick of her smartphone and wanted to go back to the past. It came with a charger and a battery. The charger was aftermarket, and the connector was of very low quality - it broke within a week or so. Because Motorola back in the day tried to force you to use ""genuine"" chargers, I had to get a Motorola charger. Then the batter stopped holding a charge a week or so after that. I believe there was a guarantee, but we had to go on a trip and didn't have time to wait - so I grossly overpaid for a batter at batteries plus. Things were going ok, but eventually the 0 button stopped working reliably a few months later, then the phone starting locking up a month or so after than. Several factory resets and hours later it was stable again, but only temporarily... Pretty sure we got a lemon. It is now in the trash. Moral of the story is that if you have issues, be sure to get ahold of the seller right away.",  Purchased use review phone particular one receive seller Additionally due time constraint attempt take advantage guarantee Purchased wife sick smartphone want go back past come charger battery charger aftermarket connector low quality break within week Motorola back day try force use genuine charger get Motorola charger batter stop hold charge week believe guarantee go trip time wait grossly overpay batter battery plus Things go ok eventually button stop work reliably month later phone start lock month Several factory reset hour later stable temporarily Pretty sure get lemon trash Moral story issue sure get ahold seller right away,0.08406084656084656,Positive,0.7003,Positive,Positive
262,I currently own an ALLTEL Motorola V3c. I love that phone and since Verizon disabled it I cannot use it. The V3c is nothing like the V3m. The battery needs to be on the charger at all times. This is the 2nd V3m I have purchased since my original phone was disabled and they are both junk. I will resign to the fact that this phone has NO extras and drains the battery continuously. I wish I could remove that star.,  currently ALLTEL Motorola V c love phone since Verizon disable use V c nothing like V battery need charger time nd V purchase since original phone disable junk resign fact phone extra drain battery continuously wish could remove star,0.21875,Positive,0.6898,Positive,Negative
263,"The phone that I received was rated as being in ""very good"" condition yet the entire Get It Now/Media Store function refused to work. This is a problem that Verizon Wireless is aware of and has no plans to do anything about it. Details can be found in my review here: http://www.amazon.com/review/R3CD4BYNT4DA46/ref=cm_cr_rdp_perm (I'm not allowed to duplicate my own reviews.. even if it is for the same problem on essentially the same product). If downloads are important to you, beware because many older Verizon phones just can't do it anymore.. and the sellers don't seem to know anything about it. I sent four requests to four different sellers requesting information as to whether their phone's Get It Now/Media Store was removed and didn't get a single reply. I emailed the seller that I bought mine from, I was told that the phone was ""completely functional"" in spite of the fact that it was missing the Get It Now/Media Store (functionality that is contained in the description of the product). I was offered a refund but couldn't find a seller that would tell me if their phone worked or not.. so what's the point. Thanks a lot Verizon for breaking so many phones and thanks to the sellers that don't even know that the equipment they are selling doesn't work correctly (my seller didn't even have a Verizon account to test his phones with!). If you only make and receive calls and texts, this probably doesn't apply to you. If you want to use ANY of the phone's extended features (ringtones, music and video downloads or any application such as Navigator, Facebook, Backup Assistant, etc.), check with the seller to make sure the phone they're selling isn't suffering from the missing Get It Now/Media Store catalog problem. NOTE TO AMAZON: The material in this review is completely of my own composition and pertains to a number of Verizon phones. This review was composed first in Word to take advantages of Word's spelling and grammar checker, but was composed solely for use in Amazon's review section to review the specifically mentioned products (in this case the Verizon V3m in pink). Any similarities between this review and any other review that I have written is due to the fact that the problem that I detail in this review directly affects over 50 different phone models, not just the one I bought. Different products, exact same problem.",  phone receive rat good condition yet entire Get Media Store function refuse work problem Verizon Wireless aware plan anything Details find review http www amazon com review R CD BYNT DA ref cm cr rdp perm allow duplicate review even problem essentially product downloads important beware many old Verizon phone anymore seller seem know anything send four request four different seller request information whether phone Get Media Store remove get single reply email seller buy mine tell phone completely functional spite fact miss Get Media Store functionality contain description product offer refund find seller would tell phone work point Thanks lot Verizon break many phone thanks seller even know equipment sell work correctly seller even Verizon account test phone make receive call texts probably apply want use phone extend feature ringtones music video downloads application Navigator Facebook Backup Assistant etc check seller make sure phone sell suffer miss Get Media Store catalog problem NOTE AMAZON material review completely composition pertains number Verizon phone review compose first Word take advantage Word spelling grammar checker compose solely use Amazon review section review specifically mention product case Verizon V pink similarity review review write due fact problem detail review directly affect different phone model one buy Different product exact problem,0.17516233766233769,Positive,-0.4555,Neutral,Positive
264,"Exactly what I wanted. However, it was advertised as being purple, and arrived silver. OK for me as I like silver. Needed to buy battery as the one in the phone would not hold the charge very long.",  Exactly want However advertise purple arrive silver OK like silver Needed buy battery one phone would hold charge long,0.2333333333333333,Positive,0.694,Positive,Positive
265,I haven't had the phone turned on yet but it arrived on time and in great condition its for my 73 year old mom in law she is so excited about getting a new phone so prayerfully Verizon won't have any trouble turning it and transferring her old service to this phone.,  phone turn yet arrive time great condition year old mom law excited get new phone prayerfully Verizon trouble turn transfer old service phone,0.21856060606060604,Positive,0.5859,Positive,Positive
266,"I often have trouble doing a review - sometimes it works and sometimes it doesn't. I am pleased with my experience with this seller. The item was just as described, shipped in a very reasonable time frame and the price was reasonable.",  often trouble review sometimes work sometimes pleased experience seller item describe ship reasonable time frame price reasonable,0.175,Positive,0.0516,Neutral,Positive
267,phone is unable to be connected to Verizon!,  phone unable connect Verizon,-0.5,Negative,0.0,Neutral,Negative
268,not happy,  happy,0.8,Positive,0.5719,Positive,Positive
269,I have had 4 of these at a time on my family plan over the years and needed to replace a lost Razr and let me I was not disappointed in getting this Razr. Always reliable and small enough to fit in the smallest pockets!,  time family plan year need replace lose Razr let disappoint get Razr Always reliable small enough fit small pocket,-0.024999999999999994,Negative,-0.4404,Neutral,Negative
270,"Junk ,almost 3 hrs to set up. Only works whenever it wants to. Very overpriced.",  Junk almost hrs set work whenever want overpriced,0.0,Neutral,0.0772,Neutral,Neutral
271,"I replaced my older RAZR V3m that I dropped on concrete with this exact duplicate. It's a great little phone if you don't want or need all the bells and whistled. And for the price, a very good deal.",  replace old RAZR V drop concrete exact duplicate great little phone want need bell whistle price good deal,0.3020833333333333,Positive,0.7115,Positive,Positive
272,"I can find no other cell phone as durable as the RAZR. SInce I don't need a Smart Phone in my life, the metal case makes this my #1 Choice. I hope the cell systems always provide support so I can keep on using the phone I swear by.",  find cell phone durable RAZR SInce need Smart Phone life metal case make Choice hope cell system always provide support keep use phone swear,0.21428571428571427,Positive,0.7964,Positive,Negative
273,"Ended up in the trash --- had charging problems, took it in to Verizon, and the charger outlet in the phone was broken.",  Ended trash charge problem take Verizon charger outlet phone break,0.0,Neutral,-0.4019,Neutral,Negative
